訂單編號,日期,顧客代號,品項,數量,單價,小計,通路
O00389,2026-07-08,C035,古早味紅茶,1,25,25,外帶
O00389,2026-07-08,C035,麻油麵線,1,85,85,外帶
O00390,2026-07-08,C035,麻油麵線,2,85,170,內用
O00390,2026-07-08,C035,燙青菜,1,45,45,外帶
O00391,2026-07-08,C035,蚵仔麵線,1,65,65,外帶
O00391,2026-07-08,C035,炭烤香腸,1,40,40,外送平台
O00626,2026-07-08,C062,炭烤香腸,1,40,40,外送平台
O00626,2026-07-08,C062,炭烤香腸,1,40,40,外帶
O00647,2026-07-08,C064,蚵仔麵線,1,65,65,外送平台
O00647,2026-07-08,C064,麻油麵線,1,85,85,外送平台
O00647,2026-07-08,C064,古早味紅茶,1,25,25,外帶
O00876,2026-07-08,C080,蚵仔麵線,1,65,65,外送平台
O00876,2026-07-08,C080,滷味拼盤,2,90,180,外送平台
O01049,2026-07-08,C092,炭烤香腸,2,40,80,外帶
O01049,2026-07-08,C092,古早味紅茶,1,25,25,外帶
O01295,2026-07-08,C115,麻油麵線,1,85,85,外帶
O01453,2026-07-08,C128,古早味紅茶,1,25,25,外帶
O01453,2026-07-08,C128,滷味拼盤,2,90,180,外送平台
O00226,2026-07-09,C026,蚵仔麵線,1,65,65,外送平台
O00226,2026-07-09,C026,燙青菜,1,45,45,外帶
O00226,2026-07-09,C026,燙青菜,1,45,45,外帶
O01057,2026-07-09,C092,古早味紅茶,2,25,50,外帶
O01057,2026-07-09,C092,麻油麵線,2,85,170,外帶
O01151,2026-07-09,C107,古早味紅茶,1,25,25,內用
O01151,2026-07-09,C107,蚵仔麵線,1,65,65,內用
O01151,2026-07-09,C107,滷味拼盤,1,90,90,外送平台
O01410,2026-07-09,C125,炭烤香腸,2,40,80,外帶
O01410,2026-07-09,C125,古早味紅茶,1,25,25,外帶
O01424,2026-07-09,C125,滷味拼盤,1,90,90,內用
O01424,2026-07-09,C125,燙青菜,2,45,90,內用
O01457,2026-07-09,C128,蚵仔麵線,1,65,65,外帶
O01457,2026-07-09,C128,燙青菜,1,45,45,外送平台
O01457,2026-07-09,C128,滷味拼盤,2,90,180,內用
O00180,2026-07-10,C022,炭烤香腸,2,40,80,外送平台
O00180,2026-07-10,C022,蚵仔麵線,1,65,65,外帶
O00186,2026-07-10,C022,滷味拼盤,1,90,90,外帶
O00186,2026-07-10,C022,炭烤香腸,2,40,80,外帶
O00422,2026-07-10,C045,炭烤香腸,1,40,40,內用
O00422,2026-07-10,C045,滷味拼盤,2,90,180,內用
O01273,2026-07-10,C114,蚵仔麵線,1,65,65,外送平台
O01273,2026-07-10,C114,滷味拼盤,1,90,90,外送平台
O01273,2026-07-10,C114,麻油麵線,1,85,85,內用
O00179,2026-07-11,C022,蚵仔麵線,1,65,65,外帶
O00179,2026-07-11,C022,炭烤香腸,1,40,40,外帶
O00253,2026-07-11,C027,燙青菜,1,45,45,外帶
O00253,2026-07-11,C027,燙青菜,1,45,45,內用
O00254,2026-07-11,C027,蚵仔麵線,2,65,130,外帶
O00254,2026-07-11,C027,滷味拼盤,1,90,90,外送平台
O00256,2026-07-11,C027,蚵仔麵線,1,65,65,內用
O00256,2026-07-11,C027,滷味拼盤,1,90,90,外帶
O00256,2026-07-11,C027,蚵仔麵線,1,65,65,外帶
O00260,2026-07-11,C027,炭烤香腸,2,40,80,外帶
O00260,2026-07-11,C027,古早味紅茶,1,25,25,外帶
O00260,2026-07-11,C027,滷味拼盤,1,90,90,外送平台
O00262,2026-07-11,C027,麻油麵線,2,85,170,內用
O00263,2026-07-11,C027,滷味拼盤,1,90,90,外送平台
O00263,2026-07-11,C027,蚵仔麵線,1,65,65,外送平台
O00263,2026-07-11,C027,古早味紅茶,1,25,25,外送平台
O00264,2026-07-11,C027,蚵仔麵線,2,65,130,外帶
O00266,2026-07-11,C027,炭烤香腸,1,40,40,外帶
O00267,2026-07-11,C027,燙青菜,1,45,45,外送平台
O00267,2026-07-11,C027,麻油麵線,2,85,170,外帶
O00268,2026-07-11,C027,蚵仔麵線,1,65,65,外送平台
O00268,2026-07-11,C027,麻油麵線,1,85,85,外帶
O00268,2026-07-11,C027,炭烤香腸,1,40,40,外送平台
O00269,2026-07-11,C027,麻油麵線,2,85,170,外帶
O00269,2026-07-11,C027,燙青菜,1,45,45,外送平台
O00269,2026-07-11,C027,滷味拼盤,1,90,90,外送平台
O00499,2026-07-11,C050,蚵仔麵線,2,65,130,外帶
O00499,2026-07-11,C050,古早味紅茶,1,25,25,外帶
O00521,2026-07-11,C051,燙青菜,1,45,45,外送平台
O00666,2026-07-11,C065,燙青菜,1,45,45,外送平台
O00666,2026-07-11,C065,麻油麵線,1,85,85,外帶
O00666,2026-07-11,C065,古早味紅茶,1,25,25,外帶
O01182,2026-07-11,C109,炭烤香腸,1,40,40,外送平台
O01411,2026-07-11,C125,燙青菜,2,45,90,內用
O01411,2026-07-11,C125,古早味紅茶,2,25,50,外帶
O00169,2026-07-12,C022,蚵仔麵線,1,65,65,內用
O00252,2026-07-12,C027,炭烤香腸,1,40,40,外帶
O00252,2026-07-12,C027,蚵仔麵線,1,65,65,外送平台
O00255,2026-07-12,C027,蚵仔麵線,1,65,65,外帶
O00255,2026-07-12,C027,蚵仔麵線,1,65,65,外帶
O00257,2026-07-12,C027,燙青菜,2,45,90,內用
O00257,2026-07-12,C027,燙青菜,1,45,45,外帶
O00257,2026-07-12,C027,蚵仔麵線,1,65,65,外帶
O00258,2026-07-12,C027,炭烤香腸,2,40,80,外帶
O00258,2026-07-12,C027,炭烤香腸,1,40,40,外送平台
O00259,2026-07-12,C027,燙青菜,1,45,45,外帶
O00259,2026-07-12,C027,古早味紅茶,1,25,25,外帶
O00261,2026-07-12,C027,古早味紅茶,1,25,25,內用
O00265,2026-07-12,C027,滷味拼盤,2,90,180,外帶
O00265,2026-07-12,C027,古早味紅茶,1,25,25,外帶
O00265,2026-07-12,C027,古早味紅茶,1,25,25,外帶
O00484,2026-07-12,C050,炭烤香腸,1,40,40,外帶
O00484,2026-07-12,C050,滷味拼盤,1,90,90,內用
O00636,2026-07-12,C064,炭烤香腸,1,40,40,外帶
O00636,2026-07-12,C064,燙青菜,1,45,45,內用
O00979,2026-07-12,C088,蚵仔麵線,1,65,65,內用
O00988,2026-07-12,C089,蚵仔麵線,1,65,65,內用
O00988,2026-07-12,C089,蚵仔麵線,1,65,65,外帶
O01154,2026-07-12,C108,麻油麵線,2,85,170,外送平台
O01154,2026-07-12,C108,蚵仔麵線,1,65,65,外送平台
O01154,2026-07-12,C108,古早味紅茶,2,25,50,外帶
O01418,2026-07-12,C125,燙青菜,1,45,45,外帶
O01418,2026-07-12,C125,滷味拼盤,2,90,180,內用
O01418,2026-07-12,C125,麻油麵線,1,85,85,外帶
O01465,2026-07-12,C129,滷味拼盤,1,90,90,內用
O01592,2026-07-12,C138,蚵仔麵線,1,65,65,外帶
O01592,2026-07-12,C138,古早味紅茶,1,25,25,外帶
O01592,2026-07-12,C138,炭烤香腸,2,40,80,外帶
O00137,2026-07-13,C017,滷味拼盤,2,90,180,外帶
O00279,2026-07-13,C031,古早味紅茶,1,25,25,內用
O00279,2026-07-13,C031,炭烤香腸,1,40,40,外送平台
O00279,2026-07-13,C031,蚵仔麵線,1,65,65,外帶
O00497,2026-07-13,C050,蚵仔麵線,1,65,65,外帶
O00497,2026-07-13,C050,古早味紅茶,1,25,25,外帶
O00497,2026-07-13,C050,炭烤香腸,1,40,40,外帶
O00656,2026-07-13,C064,燙青菜,1,45,45,內用
O00656,2026-07-13,C064,古早味紅茶,1,25,25,內用
O00975,2026-07-13,C088,燙青菜,1,45,45,外送平台
O00975,2026-07-13,C088,古早味紅茶,1,25,25,外帶
O00985,2026-07-13,C089,蚵仔麵線,1,65,65,外送平台
O00997,2026-07-13,C089,古早味紅茶,2,25,50,外帶
O00997,2026-07-13,C089,古早味紅茶,1,25,25,內用
O01120,2026-07-13,C104,滷味拼盤,2,90,180,外帶
O01193,2026-07-13,C111,蚵仔麵線,1,65,65,外帶
O01193,2026-07-13,C111,炭烤香腸,2,40,80,內用
O01385,2026-07-13,C122,麻油麵線,2,85,170,外送平台
O01385,2026-07-13,C122,古早味紅茶,1,25,25,外送平台
O01385,2026-07-13,C122,古早味紅茶,1,25,25,外帶
O01558,2026-07-13,C136,燙青菜,1,45,45,外帶
O01593,2026-07-13,C139,古早味紅茶,1,25,25,外送平台
O01593,2026-07-13,C139,滷味拼盤,1,90,90,外送平台
O00167,2026-07-14,C022,古早味紅茶,2,25,50,外帶
O00167,2026-07-14,C022,麻油麵線,1,85,85,外帶
O00167,2026-07-14,C022,燙青菜,1,45,45,外帶
O00324,2026-07-14,C032,炭烤香腸,1,40,40,外帶
O00324,2026-07-14,C032,滷味拼盤,2,90,180,外帶
O00677,2026-07-14,C065,炭烤香腸,1,40,40,內用
O00680,2026-07-14,C065,滷味拼盤,1,90,90,外送平台
O00680,2026-07-14,C065,麻油麵線,2,85,170,外帶
O00680,2026-07-14,C065,燙青菜,1,45,45,內用
O00687,2026-07-14,C065,麻油麵線,1,85,85,外帶
O00687,2026-07-14,C065,麻油麵線,1,85,85,外帶
O00793,2026-07-14,C072,蚵仔麵線,2,65,130,外帶
O00793,2026-07-14,C072,蚵仔麵線,1,65,65,外帶
O00793,2026-07-14,C072,滷味拼盤,1,90,90,內用
O01025,2026-07-14,C090,蚵仔麵線,2,65,130,內用
O01025,2026-07-14,C090,古早味紅茶,1,25,25,外帶
O01289,2026-07-14,C114,滷味拼盤,2,90,180,內用
O01289,2026-07-14,C114,麻油麵線,1,85,85,內用
O01289,2026-07-14,C114,燙青菜,2,45,90,外帶
O01446,2026-07-14,C128,麻油麵線,1,85,85,外帶
O01446,2026-07-14,C128,古早味紅茶,1,25,25,內用
O01508,2026-07-14,C130,炭烤香腸,2,40,80,外送平台
O01508,2026-07-14,C130,蚵仔麵線,1,65,65,外帶
O01532,2026-07-14,C134,蚵仔麵線,1,65,65,內用
O01532,2026-07-14,C134,滷味拼盤,1,90,90,外帶
O00165,2026-07-15,C022,燙青菜,1,45,45,外帶
O00580,2026-07-15,C056,麻油麵線,1,85,85,外送平台
O00651,2026-07-15,C064,蚵仔麵線,1,65,65,外帶
O00651,2026-07-15,C064,蚵仔麵線,1,65,65,內用
O00651,2026-07-15,C064,燙青菜,1,45,45,外帶
O00695,2026-07-15,C065,古早味紅茶,1,25,25,外帶
O00695,2026-07-15,C065,滷味拼盤,1,90,90,外帶
O00695,2026-07-15,C065,古早味紅茶,2,25,50,外帶
O00815,2026-07-15,C073,炭烤香腸,1,40,40,外帶
O00815,2026-07-15,C073,炭烤香腸,1,40,40,內用
O00897,2026-07-15,C080,炭烤香腸,1,40,40,外送平台
O00897,2026-07-15,C080,炭烤香腸,1,40,40,外帶
O00897,2026-07-15,C080,古早味紅茶,1,25,25,外帶
O01134,2026-07-15,C104,炭烤香腸,1,40,40,外帶
O01236,2026-07-15,C113,古早味紅茶,1,25,25,外帶
O01236,2026-07-15,C113,燙青菜,1,45,45,外送平台
O01442,2026-07-15,C128,古早味紅茶,2,25,50,外帶
O00314,2026-07-16,C032,炭烤香腸,1,40,40,內用
O00314,2026-07-16,C032,滷味拼盤,1,90,90,外帶
O00683,2026-07-16,C065,古早味紅茶,1,25,25,外帶
O00683,2026-07-16,C065,燙青菜,1,45,45,外帶
O00683,2026-07-16,C065,滷味拼盤,1,90,90,內用
O00781,2026-07-16,C071,蚵仔麵線,1,65,65,外帶
O00855,2026-07-16,C078,滷味拼盤,2,90,180,外送平台
O00855,2026-07-16,C078,蚵仔麵線,1,65,65,外送平台
O01013,2026-07-16,C089,麻油麵線,1,85,85,外送平台
O01013,2026-07-16,C089,燙青菜,2,45,90,內用
O01013,2026-07-16,C089,麻油麵線,2,85,170,外送平台
O01420,2026-07-16,C125,滷味拼盤,2,90,180,內用
O01420,2026-07-16,C125,麻油麵線,1,85,85,外帶
O00271,2026-07-17,C028,古早味紅茶,2,25,50,外帶
O00271,2026-07-17,C028,滷味拼盤,2,90,180,外帶
O00673,2026-07-17,C065,古早味紅茶,1,25,25,外帶
O00673,2026-07-17,C065,炭烤香腸,1,40,40,內用
O00851,2026-07-17,C078,滷味拼盤,1,90,90,外送平台
O00851,2026-07-17,C078,麻油麵線,1,85,85,外帶
O00857,2026-07-17,C078,炭烤香腸,1,40,40,外帶
O00935,2026-07-17,C083,麻油麵線,1,85,85,外送平台
O00935,2026-07-17,C083,炭烤香腸,1,40,40,外帶
O01023,2026-07-17,C090,蚵仔麵線,2,65,130,外帶
O01125,2026-07-17,C104,燙青菜,2,45,90,外帶
O01560,2026-07-17,C136,古早味紅茶,1,25,25,內用
O01560,2026-07-17,C136,古早味紅茶,1,25,25,外帶
O00270,2026-07-18,C028,蚵仔麵線,2,65,130,內用
O00841,2026-07-18,C078,麻油麵線,1,85,85,內用
O00841,2026-07-18,C078,滷味拼盤,2,90,180,外送平台
O00841,2026-07-18,C078,蚵仔麵線,1,65,65,外送平台
O01109,2026-07-18,C099,滷味拼盤,2,90,180,外送平台
O01398,2026-07-18,C125,麻油麵線,1,85,85,外帶
O01398,2026-07-18,C125,滷味拼盤,1,90,90,內用
O01398,2026-07-18,C125,蚵仔麵線,2,65,130,外帶
O00187,2026-07-19,C023,燙青菜,1,45,45,內用
O00187,2026-07-19,C023,古早味紅茶,1,25,25,外帶
O00274,2026-07-19,C029,滷味拼盤,1,90,90,外帶
O00274,2026-07-19,C029,滷味拼盤,1,90,90,外帶
O00278,2026-07-19,C031,蚵仔麵線,2,65,130,外帶
O00278,2026-07-19,C031,麻油麵線,1,85,85,外帶
O00290,2026-07-19,C031,蚵仔麵線,1,65,65,外送平台
O00299,2026-07-19,C031,蚵仔麵線,2,65,130,內用
O00299,2026-07-19,C031,古早味紅茶,1,25,25,外帶
O00332,2026-07-19,C032,滷味拼盤,1,90,90,外帶
O00557,2026-07-19,C056,蚵仔麵線,1,65,65,外帶
O00668,2026-07-19,C065,蚵仔麵線,1,65,65,外送平台
O00756,2026-07-19,C068,炭烤香腸,1,40,40,外帶
O01280,2026-07-19,C114,麻油麵線,1,85,85,外帶
O01503,2026-07-19,C130,蚵仔麵線,2,65,130,內用
O01503,2026-07-19,C130,滷味拼盤,1,90,90,外送平台
O01503,2026-07-19,C130,蚵仔麵線,1,65,65,外帶
O01510,2026-07-19,C130,滷味拼盤,1,90,90,外帶
O01510,2026-07-19,C130,燙青菜,1,45,45,外帶
O01510,2026-07-19,C130,滷味拼盤,1,90,90,內用
O00173,2026-07-20,C022,滷味拼盤,1,90,90,外送平台
O00173,2026-07-20,C022,燙青菜,1,45,45,外送平台
O00176,2026-07-20,C022,古早味紅茶,1,25,25,內用
O00176,2026-07-20,C022,炭烤香腸,1,40,40,外送平台
O00306,2026-07-20,C031,麻油麵線,1,85,85,外帶
O00679,2026-07-20,C065,燙青菜,1,45,45,外帶
O01155,2026-07-20,C108,炭烤香腸,2,40,80,內用
O01155,2026-07-20,C108,燙青菜,1,45,45,內用
O01155,2026-07-20,C108,古早味紅茶,1,25,25,外送平台
O01408,2026-07-20,C125,蚵仔麵線,1,65,65,外帶
O00285,2026-07-21,C031,滷味拼盤,2,90,180,外帶
O00665,2026-07-21,C064,滷味拼盤,1,90,90,外送平台
O00665,2026-07-21,C064,燙青菜,1,45,45,外帶
O00670,2026-07-21,C065,滷味拼盤,1,90,90,外送平台
O00674,2026-07-21,C065,蚵仔麵線,2,65,130,外帶
O00674,2026-07-21,C065,炭烤香腸,1,40,40,內用
O00674,2026-07-21,C065,麻油麵線,1,85,85,外帶
O00749,2026-07-21,C068,燙青菜,1,45,45,外帶
O00998,2026-07-21,C089,蚵仔麵線,2,65,130,內用
O01026,2026-07-21,C090,古早味紅茶,2,25,50,外送平台
O01103,2026-07-21,C098,燙青菜,1,45,45,內用
O01103,2026-07-21,C098,麻油麵線,1,85,85,外送平台
O01133,2026-07-21,C104,古早味紅茶,1,25,25,外送平台
O01133,2026-07-21,C104,滷味拼盤,1,90,90,外帶
O01133,2026-07-21,C104,燙青菜,1,45,45,外送平台
O01404,2026-07-21,C125,燙青菜,2,45,90,外帶
O00013,2026-07-22,C004,炭烤香腸,2,40,80,內用
O00013,2026-07-22,C004,蚵仔麵線,1,65,65,外送平台
O00339,2026-07-22,C032,燙青菜,1,45,45,外帶
O00339,2026-07-22,C032,滷味拼盤,1,90,90,外送平台
O00339,2026-07-22,C032,燙青菜,2,45,90,外帶
O00859,2026-07-22,C078,古早味紅茶,1,25,25,外帶
O01024,2026-07-22,C090,麻油麵線,2,85,170,外帶
O01024,2026-07-22,C090,麻油麵線,1,85,85,外帶
O01024,2026-07-22,C090,古早味紅茶,1,25,25,外送平台
O01470,2026-07-22,C129,麻油麵線,2,85,170,外送平台
O01470,2026-07-22,C129,燙青菜,1,45,45,內用
O01478,2026-07-22,C129,蚵仔麵線,1,65,65,外帶
O01512,2026-07-22,C130,炭烤香腸,1,40,40,外帶
O01512,2026-07-22,C130,古早味紅茶,1,25,25,內用
O01512,2026-07-22,C130,炭烤香腸,1,40,40,外帶
O00050,2026-07-23,C008,蚵仔麵線,1,65,65,外帶
O00050,2026-07-23,C008,麻油麵線,1,85,85,外帶
O00185,2026-07-23,C022,滷味拼盤,2,90,180,內用
O00280,2026-07-23,C031,蚵仔麵線,1,65,65,外帶
O00280,2026-07-23,C031,滷味拼盤,2,90,180,外帶
O00308,2026-07-23,C032,蚵仔麵線,1,65,65,外帶
O00308,2026-07-23,C032,炭烤香腸,2,40,80,外送平台
O00486,2026-07-23,C050,麻油麵線,1,85,85,外送平台
O00486,2026-07-23,C050,燙青菜,1,45,45,外帶
O00486,2026-07-23,C050,古早味紅茶,1,25,25,內用
O00847,2026-07-23,C078,滷味拼盤,1,90,90,內用
O00847,2026-07-23,C078,燙青菜,1,45,45,外帶
O00847,2026-07-23,C078,麻油麵線,1,85,85,外帶
O01122,2026-07-23,C104,滷味拼盤,2,90,180,外帶
O01177,2026-07-23,C109,古早味紅茶,1,25,25,外帶
O01177,2026-07-23,C109,麻油麵線,1,85,85,內用
O01197,2026-07-23,C111,滷味拼盤,1,90,90,外帶
O01197,2026-07-23,C111,麻油麵線,1,85,85,外送平台
O01475,2026-07-23,C129,古早味紅茶,1,25,25,內用
O01554,2026-07-23,C136,滷味拼盤,1,90,90,內用
O01554,2026-07-23,C136,燙青菜,1,45,45,內用
O01554,2026-07-23,C136,滷味拼盤,1,90,90,外帶
O00155,2026-07-24,C021,麻油麵線,1,85,85,內用
O00155,2026-07-24,C021,麻油麵線,2,85,170,外帶
O00178,2026-07-24,C022,蚵仔麵線,1,65,65,外帶
O00178,2026-07-24,C022,炭烤香腸,1,40,40,外送平台
O00813,2026-07-24,C073,炭烤香腸,1,40,40,外帶
O00813,2026-07-24,C073,蚵仔麵線,1,65,65,內用
O00813,2026-07-24,C073,蚵仔麵線,1,65,65,內用
O01104,2026-07-24,C098,滷味拼盤,1,90,90,外帶
O01104,2026-07-24,C098,滷味拼盤,1,90,90,內用
O01104,2026-07-24,C098,燙青菜,2,45,90,外帶
O01106,2026-07-24,C098,蚵仔麵線,2,65,130,內用
O01106,2026-07-24,C098,燙青菜,1,45,45,外帶
O01107,2026-07-24,C098,炭烤香腸,1,40,40,外送平台
O01107,2026-07-24,C098,滷味拼盤,1,90,90,外送平台
O01464,2026-07-24,C129,麻油麵線,1,85,85,外帶
O01504,2026-07-24,C130,麻油麵線,2,85,170,內用
O00163,2026-07-25,C022,麻油麵線,2,85,170,內用
O00163,2026-07-25,C022,古早味紅茶,1,25,25,外帶
O00350,2026-07-25,C034,蚵仔麵線,1,65,65,內用
O00350,2026-07-25,C034,蚵仔麵線,1,65,65,內用
O00350,2026-07-25,C034,燙青菜,1,45,45,外帶
O01020,2026-07-25,C090,滷味拼盤,2,90,180,外帶
O01020,2026-07-25,C090,蚵仔麵線,1,65,65,外帶
O01110,2026-07-25,C100,蚵仔麵線,2,65,130,內用
O01409,2026-07-25,C125,蚵仔麵線,1,65,65,內用
O01409,2026-07-25,C125,麻油麵線,1,85,85,外送平台
O01450,2026-07-25,C128,炭烤香腸,1,40,40,外帶
O01450,2026-07-25,C128,滷味拼盤,1,90,90,外帶
O01458,2026-07-25,C128,蚵仔麵線,2,65,130,外帶
O01458,2026-07-25,C128,蚵仔麵線,1,65,65,外帶
O01458,2026-07-25,C128,炭烤香腸,1,40,40,外帶
O00158,2026-07-26,C022,麻油麵線,1,85,85,外送平台
O00808,2026-07-26,C073,古早味紅茶,2,25,50,外帶
O00808,2026-07-26,C073,麻油麵線,1,85,85,外帶
O00808,2026-07-26,C073,滷味拼盤,1,90,90,外帶
O01153,2026-07-26,C108,炭烤香腸,1,40,40,外帶
O01153,2026-07-26,C108,炭烤香腸,1,40,40,外帶
O01174,2026-07-26,C109,炭烤香腸,2,40,80,外帶
O01174,2026-07-26,C109,古早味紅茶,1,25,25,外送平台
O00337,2026-07-27,C032,滷味拼盤,1,90,90,內用
O00337,2026-07-27,C032,燙青菜,2,45,90,外帶
O00606,2026-07-27,C059,蚵仔麵線,1,65,65,外帶
O00675,2026-07-27,C065,古早味紅茶,1,25,25,外帶
O00675,2026-07-27,C065,麻油麵線,2,85,170,外帶
O00708,2026-07-27,C066,古早味紅茶,1,25,25,外帶
O00708,2026-07-27,C066,滷味拼盤,1,90,90,外帶
O00812,2026-07-27,C073,麻油麵線,1,85,85,外帶
O01401,2026-07-27,C125,古早味紅茶,1,25,25,外帶
O00071,2026-07-28,C011,麻油麵線,1,85,85,外帶
O00071,2026-07-28,C011,古早味紅茶,1,25,25,外送平台
O00071,2026-07-28,C011,古早味紅茶,1,25,25,內用
O00126,2026-07-28,C016,炭烤香腸,1,40,40,內用
O00128,2026-07-28,C016,燙青菜,1,45,45,外送平台
O00129,2026-07-28,C016,炭烤香腸,2,40,80,外帶
O00130,2026-07-28,C016,滷味拼盤,1,90,90,外送平台
O00130,2026-07-28,C016,古早味紅茶,1,25,25,內用
O00131,2026-07-28,C016,燙青菜,1,45,45,外送平台
O00133,2026-07-28,C016,炭烤香腸,1,40,40,內用
O00135,2026-07-28,C016,滷味拼盤,1,90,90,外帶
O00136,2026-07-28,C017,燙青菜,2,45,90,外帶
O00136,2026-07-28,C017,蚵仔麵線,1,65,65,外帶
O00667,2026-07-28,C065,滷味拼盤,2,90,180,外帶
O00667,2026-07-28,C065,炭烤香腸,1,40,40,內用
O00678,2026-07-28,C065,炭烤香腸,1,40,40,外帶
O00678,2026-07-28,C065,滷味拼盤,2,90,180,外送平台
O00684,2026-07-28,C065,滷味拼盤,1,90,90,外送平台
O00684,2026-07-28,C065,滷味拼盤,1,90,90,內用
O00684,2026-07-28,C065,滷味拼盤,1,90,90,外送平台
O00127,2026-07-29,C016,滷味拼盤,1,90,90,外帶
O00127,2026-07-29,C016,燙青菜,1,45,45,內用
O00132,2026-07-29,C016,燙青菜,1,45,45,內用
O00132,2026-07-29,C016,麻油麵線,1,85,85,內用
O00132,2026-07-29,C016,炭烤香腸,1,40,40,外送平台
O00134,2026-07-29,C016,蚵仔麵線,2,65,130,外送平台
O00640,2026-07-29,C064,滷味拼盤,1,90,90,內用
O00640,2026-07-29,C064,麻油麵線,1,85,85,外送平台
O00690,2026-07-29,C065,古早味紅茶,1,25,25,外送平台
O01383,2026-07-29,C121,炭烤香腸,2,40,80,外送平台
O00338,2026-07-30,C032,滷味拼盤,1,90,90,外送平台
O00338,2026-07-30,C032,燙青菜,2,45,90,外帶
O00605,2026-07-30,C059,滷味拼盤,1,90,90,內用
O00605,2026-07-30,C059,麻油麵線,1,85,85,外帶
O00605,2026-07-30,C059,蚵仔麵線,1,65,65,內用
O00661,2026-07-30,C064,蚵仔麵線,2,65,130,外帶
O00811,2026-07-30,C073,古早味紅茶,1,25,25,外帶
O01539,2026-07-30,C136,蚵仔麵線,2,65,130,內用
O01539,2026-07-30,C136,古早味紅茶,1,25,25,外帶
O00284,2026-07-31,C031,蚵仔麵線,1,65,65,外帶
O00284,2026-07-31,C031,古早味紅茶,2,25,50,外送平台
O01102,2026-07-31,C098,蚵仔麵線,1,65,65,外帶
O01102,2026-07-31,C098,燙青菜,1,45,45,外帶
O01417,2026-07-31,C125,燙青菜,1,45,45,外帶
O01603,2026-07-31,C140,炭烤香腸,1,40,40,內用
O01603,2026-07-31,C140,炭烤香腸,1,40,40,外帶
O01603,2026-07-31,C140,古早味紅茶,1,25,25,內用
O00316,2026-08-01,C032,炭烤香腸,1,40,40,外送平台
O00807,2026-08-01,C073,蚵仔麵線,1,65,65,外帶
O00852,2026-08-01,C078,燙青菜,2,45,90,外帶
O01018,2026-08-01,C090,燙青菜,2,45,90,外帶
O01018,2026-08-01,C090,燙青菜,1,45,45,外帶
O01030,2026-08-01,C090,古早味紅茶,1,25,25,外送平台
O01030,2026-08-01,C090,滷味拼盤,2,90,180,外帶
O01101,2026-08-01,C098,滷味拼盤,2,90,180,外帶
O01101,2026-08-01,C098,滷味拼盤,1,90,90,外送平台
O01101,2026-08-01,C098,蚵仔麵線,1,65,65,內用
O01394,2026-08-01,C123,麻油麵線,1,85,85,外帶
O01463,2026-08-01,C128,蚵仔麵線,1,65,65,外送平台
O01463,2026-08-01,C128,蚵仔麵線,1,65,65,內用
O00305,2026-08-02,C031,燙青菜,1,45,45,內用
O00397,2026-08-02,C039,麻油麵線,1,85,85,外帶
O00397,2026-08-02,C039,古早味紅茶,1,25,25,外帶
O00397,2026-08-02,C039,滷味拼盤,1,90,90,外帶
O00660,2026-08-02,C064,燙青菜,1,45,45,外送平台
O00660,2026-08-02,C064,滷味拼盤,1,90,90,外送平台
O00660,2026-08-02,C064,古早味紅茶,1,25,25,外帶
O00686,2026-08-02,C065,炭烤香腸,1,40,40,外帶
O00686,2026-08-02,C065,滷味拼盤,1,90,90,外帶
O00697,2026-08-02,C066,蚵仔麵線,1,65,65,外帶
O00697,2026-08-02,C066,古早味紅茶,1,25,25,外送平台
O00755,2026-08-02,C068,蚵仔麵線,1,65,65,內用
O00755,2026-08-02,C068,古早味紅茶,1,25,25,外帶
O00755,2026-08-02,C068,炭烤香腸,2,40,80,內用
O00848,2026-08-02,C078,蚵仔麵線,1,65,65,外送平台
O00850,2026-08-02,C078,古早味紅茶,1,25,25,外帶
O00850,2026-08-02,C078,蚵仔麵線,1,65,65,外送平台
O00850,2026-08-02,C078,蚵仔麵線,1,65,65,外送平台
O01053,2026-08-02,C092,麻油麵線,2,85,170,內用
O01053,2026-08-02,C092,古早味紅茶,1,25,25,外帶
O01053,2026-08-02,C092,蚵仔麵線,1,65,65,外送平台
O01149,2026-08-02,C106,炭烤香腸,1,40,40,外帶
O01407,2026-08-02,C125,滷味拼盤,1,90,90,外帶
O00170,2026-08-03,C022,滷味拼盤,1,90,90,外帶
O00244,2026-08-03,C026,燙青菜,1,45,45,外帶
O00246,2026-08-03,C026,麻油麵線,1,85,85,外帶
O00246,2026-08-03,C026,麻油麵線,1,85,85,內用
O00246,2026-08-03,C026,古早味紅茶,2,25,50,內用
O00317,2026-08-03,C032,燙青菜,1,45,45,內用
O00511,2026-08-03,C050,炭烤香腸,2,40,80,內用
O00511,2026-08-03,C050,蚵仔麵線,2,65,130,外帶
O01021,2026-08-03,C090,麻油麵線,1,85,85,內用
O01021,2026-08-03,C090,滷味拼盤,1,90,90,外帶
O01145,2026-08-03,C106,古早味紅茶,1,25,25,外帶
O01146,2026-08-03,C106,蚵仔麵線,2,65,130,外帶
O01147,2026-08-03,C106,古早味紅茶,2,25,50,外帶
O01148,2026-08-03,C106,古早味紅茶,1,25,25,外帶
O01362,2026-08-03,C119,麻油麵線,1,85,85,內用
O01362,2026-08-03,C119,燙青菜,1,45,45,外送平台
